PeriodEnd,PeriodStart,Ghi,GtiFixedTilt,GtiTracking
2022-06-30T06:00:00Z,2022-06-30T05:00:00Z,317,208,674
2022-06-30T07:00:00Z,2022-06-30T06:00:00Z,503,412,835
2022-06-30T08:00:00Z,2022-06-30T07:00:00Z,668,611,901
2022-06-30T09:00:00Z,2022-06-30T08:00:00Z,801,777,927
2022-06-30T10:00:00Z,2022-06-30T09:00:00Z,894,894,937
2022-06-30T11:00:00Z,2022-06-30T10:00:00Z,933,944,937
2022-06-30T12:00:00Z,2022-06-30T11:00:00Z,916,923,935
2022-06-30T13:00:00Z,2022-06-30T12:00:00Z,837,826,918
2022-06-30T14:00:00Z,2022-06-30T13:00:00Z,719,680,891
2022-06-30T15:00:00Z,2022-06-30T14:00:00Z,567,496,837
2022-06-30T16:00:00Z,2022-06-30T15:00:00Z,391,294,720
2022-06-30T17:00:00Z,2022-06-30T16:00:00Z,209,119,455
2022-06-30T18:00:00Z,2022-06-30T17:00:00Z,58,39,69
2022-06-30T19:00:00Z,2022-06-30T18:00:00Z,1,1,1
2022-06-30T20:00:00Z,2022-06-30T19:00:00Z,0,0,0
2022-06-30T21:00:00Z,2022-06-30T20:00:00Z,0,0,0
2022-06-30T22:00:00Z,2022-06-30T21:00:00Z,0,0,0
2022-06-30T23:00:00Z,2022-06-30T22:00:00Z,0,0,0
2022-07-01T00:00:00Z,2022-06-30T23:00:00Z,0,0,0
2022-07-01T01:00:00Z,2022-07-01T00:00:00Z,0,0,0
2022-07-01T02:00:00Z,2022-07-01T01:00:00Z,0,0,0
2022-07-01T03:00:00Z,2022-07-01T02:00:00Z,0,0,0
2022-07-01T04:00:00Z,2022-07-01T03:00:00Z,19,17,18
2022-07-01T05:00:00Z,2022-07-01T04:00:00Z,140,65,284
2022-07-01T06:00:00Z,2022-07-01T05:00:00Z,318,208,681
2022-07-01T07:00:00Z,2022-07-01T06:00:00Z,503,413,831
2022-07-01T08:00:00Z,2022-07-01T07:00:00Z,670,614,903
2022-07-01T09:00:00Z,2022-07-01T08:00:00Z,806,783,934
2022-07-01T10:00:00Z,2022-07-01T09:00:00Z,910,911,954
2022-07-01T11:00:00Z,2022-07-01T10:00:00Z,954,967,958
2022-07-01T12:00:00Z,2022-07-01T11:00:00Z,937,946,956
2022-07-01T13:00:00Z,2022-07-01T12:00:00Z,868,858,954
2022-07-01T14:00:00Z,2022-07-01T13:00:00Z,753,713,945
2022-07-01T15:00:00Z,2022-07-01T14:00:00Z,603,525,913
2022-07-01T16:00:00Z,2022-07-01T15:00:00Z,426,311,834
2022-07-01T17:00:00Z,2022-07-01T16:00:00Z,242,108,608
2022-07-01T18:00:00Z,2022-07-01T17:00:00Z,77,27,105
2022-07-01T19:00:00Z,2022-07-01T18:00:00Z,1,1,1
2022-07-01T20:00:00Z,2022-07-01T19:00:00Z,0,0,0
2022-07-01T21:00:00Z,2022-07-01T20:00:00Z,0,0,0
2022-07-01T22:00:00Z,2022-07-01T21:00:00Z,0,0,0
2022-07-01T23:00:00Z,2022-07-01T22:00:00Z,0,0,0
2022-07-02T00:00:00Z,2022-07-01T23:00:00Z,0,0,0
2022-07-02T01:00:00Z,2022-07-02T00:00:00Z,0,0,0
2022-07-02T02:00:00Z,2022-07-02T01:00:00Z,0,0,0
2022-07-02T03:00:00Z,2022-07-02T02:00:00Z,0,0,0
2022-07-02T04:00:00Z,2022-07-02T03:00:00Z,12,11,12
2022-07-02T05:00:00Z,2022-07-02T04:00:00Z,104,87,131
2022-07-02T06:00:00Z,2022-07-02T05:00:00Z,284,215,499
2022-07-02T07:00:00Z,2022-07-02T06:00:00Z,510,418,851
2022-07-02T08:00:00Z,2022-07-02T07:00:00Z,677,621,917
2022-07-02T09:00:00Z,2022-07-02T08:00:00Z,813,790,943
2022-07-02T10:00:00Z,2022-07-02T09:00:00Z,904,906,949
2022-07-02T11:00:00Z,2022-07-02T10:00:00Z,937,950,941
2022-07-02T12:00:00Z,2022-07-02T11:00:00Z,917,926,935
2022-07-02T13:00:00Z,2022-07-02T12:00:00Z,845,835,927
2022-07-02T14:00:00Z,2022-07-02T13:00:00Z,601,571,707
2022-07-02T15:00:00Z,2022-07-02T14:00:00Z,94,87,94
2022-07-02T16:00:00Z,2022-07-02T15:00:00Z,125,115,125
2022-07-02T17:00:00Z,2022-07-02T16:00:00Z,116,105,120
2022-07-02T18:00:00Z,2022-07-02T17:00:00Z,60,41,62
2022-07-02T19:00:00Z,2022-07-02T18:00:00Z,1,1,1
2022-07-02T20:00:00Z,2022-07-02T19:00:00Z,0,0,0
2022-07-02T21:00:00Z,2022-07-02T20:00:00Z,0,0,0
2022-07-02T22:00:00Z,2022-07-02T21:00:00Z,0,0,0
2022-07-02T23:00:00Z,2022-07-02T22:00:00Z,0,0,0
2022-07-03T00:00:00Z,2022-07-02T23:00:00Z,0,0,0
2022-07-03T01:00:00Z,2022-07-03T00:00:00Z,0,0,0
2022-07-03T02:00:00Z,2022-07-03T01:00:00Z,0,0,0
2022-07-03T03:00:00Z,2022-07-03T02:00:00Z,0,0,0
2022-07-03T04:00:00Z,2022-07-03T03:00:00Z,18,15,17
2022-07-03T05:00:00Z,2022-07-03T04:00:00Z,145,57,308
2022-07-03T06:00:00Z,2022-07-03T05:00:00Z,323,205,717
2022-07-03T07:00:00Z,2022-07-03T06:00:00Z,505,413,849
2022-07-03T08:00:00Z,2022-07-03T07:00:00Z,670,614,911
2022-07-03T09:00:00Z,2022-07-03T08:00:00Z,804,782,934
2022-07-03T10:00:00Z,2022-07-03T09:00:00Z,897,899,942
2022-07-03T11:00:00Z,2022-07-03T10:00:00Z,938,952,942
2022-07-03T12:00:00Z,2022-07-03T11:00:00Z,918,927,936
2022-07-03T13:00:00Z,2022-07-03T12:00:00Z,765,750,831
2022-07-03T14:00:00Z,2022-07-03T13:00:00Z,739,700,924
2022-07-03T15:00:00Z,2022-07-03T14:00:00Z,585,511,878
2022-07-03T16:00:00Z,2022-07-03T15:00:00Z,407,302,778
2022-07-03T17:00:00Z,2022-07-03T16:00:00Z,226,111,540
2022-07-03T18:00:00Z,2022-07-03T17:00:00Z,69,31,93
2022-07-03T19:00:00Z,2022-07-03T18:00:00Z,1,1,1
2022-07-03T20:00:00Z,2022-07-03T19:00:00Z,0,0,0
2022-07-03T21:00:00Z,2022-07-03T20:00:00Z,0,0,0
2022-07-03T22:00:00Z,2022-07-03T21:00:00Z,0,0,0
2022-07-03T23:00:00Z,2022-07-03T22:00:00Z,0,0,0
2022-07-04T00:00:00Z,2022-07-03T23:00:00Z,0,0,0
2022-07-04T01:00:00Z,2022-07-04T00:00:00Z,0,0,0
2022-07-04T02:00:00Z,2022-07-04T01:00:00Z,0,0,0
2022-07-04T03:00:00Z,2022-07-04T02:00:00Z,0,0,0
2022-07-04T04:00:00Z,2022-07-04T03:00:00Z,16,15,16
2022-07-04T05:00:00Z,2022-07-04T04:00:00Z,133,71,261
2022-07-04T06:00:00Z,2022-07-04T05:00:00Z,325,205,731
2022-07-04T07:00:00Z,2022-07-04T06:00:00Z,506,414,857
2022-07-04T08:00:00Z,2022-07-04T07:00:00Z,672,616,916
2022-07-04T09:00:00Z,2022-07-04T08:00:00Z,807,785,939
2022-07-04T10:00:00Z,2022-07-04T09:00:00Z,896,899,941
2022-07-04T11:00:00Z,2022-07-04T10:00:00Z,935,949,939
2022-07-04T12:00:00Z,2022-07-04T11:00:00Z,919,929,937
2022-07-04T13:00:00Z,2022-07-04T12:00:00Z,850,842,934
2022-07-04T14:00:00Z,2022-07-04T13:00:00Z,734,696,918
2022-07-04T15:00:00Z,2022-07-04T14:00:00Z,582,509,877
2022-07-04T16:00:00Z,2022-07-04T15:00:00Z,407,302,785
2022-07-04T17:00:00Z,2022-07-04T16:00:00Z,222,110,529
2022-07-04T18:00:00Z,2022-07-04T17:00:00Z,70,29,95
2022-07-04T19:00:00Z,2022-07-04T18:00:00Z,1,1,1
2022-07-04T20:00:00Z,2022-07-04T19:00:00Z,0,0,0
2022-07-04T21:00:00Z,2022-07-04T20:00:00Z,0,0,0
2022-07-04T22:00:00Z,2022-07-04T21:00:00Z,0,0,0
2022-07-04T23:00:00Z,2022-07-04T22:00:00Z,0,0,0
2022-07-05T00:00:00Z,2022-07-04T23:00:00Z,0,0,0
2022-07-05T01:00:00Z,2022-07-05T00:00:00Z,0,0,0
2022-07-05T02:00:00Z,2022-07-05T01:00:00Z,0,0,0
2022-07-05T03:00:00Z,2022-07-05T02:00:00Z,0,0,0
2022-07-05T04:00:00Z,2022-07-05T03:00:00Z,13,12,13
2022-07-05T05:00:00Z,2022-07-05T04:00:00Z,109,85,153
2022-07-05T06:00:00Z,2022-07-05T05:00:00Z,310,205,663
2022-07-05T07:00:00Z,2022-07-05T06:00:00Z,499,409,841
2022-07-05T08:00:00Z,2022-07-05T07:00:00Z,663,609,902
2022-07-05T09:00:00Z,2022-07-05T08:00:00Z,796,775,926
2022-07-05T10:00:00Z,2022-07-05T09:00:00Z,890,894,935
2022-07-05T11:00:00Z,2022-07-05T10:00:00Z,936,951,940
2022-07-05T12:00:00Z,2022-07-05T11:00:00Z,928,939,946
2022-07-05T13:00:00Z,2022-07-05T12:00:00Z,863,856,948
2022-07-05T14:00:00Z,2022-07-05T13:00:00Z,750,712,939
2022-07-05T15:00:00Z,2022-07-05T14:00:00Z,594,521,897
2022-07-05T16:00:00Z,2022-07-05T15:00:00Z,412,306,792
2022-07-05T17:00:00Z,2022-07-05T16:00:00Z,223,113,530
2022-07-05T18:00:00Z,2022-07-05T17:00:00Z,60,38,82
2022-07-05T19:00:00Z,2022-07-05T18:00:00Z,1,1,1
2022-07-05T20:00:00Z,2022-07-05T19:00:00Z,0,0,0
2022-07-05T21:00:00Z,2022-07-05T20:00:00Z,0,0,0
2022-07-05T22:00:00Z,2022-07-05T21:00:00Z,0,0,0
2022-07-05T23:00:00Z,2022-07-05T22:00:00Z,0,0,0
2022-07-06T00:00:00Z,2022-07-05T23:00:00Z,0,0,0
2022-07-06T01:00:00Z,2022-07-06T00:00:00Z,0,0,0
2022-07-06T02:00:00Z,2022-07-06T01:00:00Z,0,0,0
2022-07-06T03:00:00Z,2022-07-06T02:00:00Z,0,0,0
2022-07-06T04:00:00Z,2022-07-06T03:00:00Z,15,14,15
2022-07-06T05:00:00Z,2022-07-06T04:00:00Z,122,77,216
2022-07-06T06:00:00Z,2022-07-06T05:00:00Z,318,203,710
2022-07-06T07:00:00Z,2022-07-06T06:00:00Z,502,412,850
2022-07-06T08:00:00Z,2022-07-06T07:00:00Z,669,615,912
2022-07-06T09:00:00Z,2022-07-06T08:00:00Z,802,782,935
2022-07-06T10:00:00Z,2022-07-06T09:00:00Z,896,901,942
2022-07-06T11:00:00Z,2022-07-06T10:00:00Z,939,956,943
2022-07-06T12:00:00Z,2022-07-06T11:00:00Z,928,941,947
2022-07-06T13:00:00Z,2022-07-06T12:00:00Z,863,858,950
2022-07-06T14:00:00Z,2022-07-06T13:00:00Z,751,715,943
2022-07-06T15:00:00Z,2022-07-06T14:00:00Z,598,524,909
2022-07-06T16:00:00Z,2022-07-06T15:00:00Z,419,310,821
2022-07-06T17:00:00Z,2022-07-06T16:00:00Z,235,110,586
2022-07-06T18:00:00Z,2022-07-06T17:00:00Z,73,28,101
2022-07-06T19:00:00Z,2022-07-06T18:00:00Z,1,1,1
2022-07-06T20:00:00Z,2022-07-06T19:00:00Z,0,0,0
2022-07-06T21:00:00Z,2022-07-06T20:00:00Z,0,0,0
2022-07-06T22:00:00Z,2022-07-06T21:00:00Z,0,0,0
2022-07-06T23:00:00Z,2022-07-06T22:00:00Z,0,0,0
2022-07-07T00:00:00Z,2022-07-06T23:00:00Z,0,0,0
2022-07-07T01:00:00Z,2022-07-07T00:00:00Z,0,0,0
2022-07-07T02:00:00Z,2022-07-07T01:00:00Z,0,0,0
2022-07-07T03:00:00Z,2022-07-07T02:00:00Z,0,0,0
2022-07-07T04:00:00Z,2022-07-07T03:00:00Z,20,12,13
2022-07-07T05:00:00Z,2022-07-07T04:00:00Z,143,58,303
2022-07-07T06:00:00Z,2022-07-07T05:00:00Z,332,206,769
2022-07-07T07:00:00Z,2022-07-07T06:00:00Z,519,423,893
2022-07-07T08:00:00Z,2022-07-07T07:00:00Z,688,632,946
2022-07-07T09:00:00Z,2022-07-07T08:00:00Z,824,805,964
2022-07-07T10:00:00Z,2022-07-07T09:00:00Z,918,925,966
2022-07-07T11:00:00Z,2022-07-07T10:00:00Z,962,980,966
2022-07-07T12:00:00Z,2022-07-07T11:00:00Z,949,964,968
2022-07-07T13:00:00Z,2022-07-07T12:00:00Z,884,880,973
2022-07-07T14:00:00Z,2022-07-07T13:00:00Z,770,733,969
2022-07-07T15:00:00Z,2022-07-07T14:00:00Z,615,539,939
2022-07-07T16:00:00Z,2022-07-07T15:00:00Z,435,319,863
2022-07-07T17:00:00Z,2022-07-07T16:00:00Z,246,110,633
2022-07-07T18:00:00Z,2022-07-07T17:00:00Z,78,25,107
2022-07-07T19:00:00Z,2022-07-07T18:00:00Z,1,1,1
2022-07-07T20:00:00Z,2022-07-07T19:00:00Z,0,0,0
2022-07-07T21:00:00Z,2022-07-07T20:00:00Z,0,0,0
2022-07-07T22:00:00Z,2022-07-07T21:00:00Z,0,0,0
2022-07-07T23:00:00Z,2022-07-07T22:00:00Z,0,0,0
2022-07-08T00:00:00Z,2022-07-07T23:00:00Z,0,0,0
2022-07-08T01:00:00Z,2022-07-08T00:00:00Z,0,0,0
2022-07-08T02:00:00Z,2022-07-08T01:00:00Z,0,0,0
2022-07-08T03:00:00Z,2022-07-08T02:00:00Z,0,0,0
2022-07-08T04:00:00Z,2022-07-08T03:00:00Z,11,10,11
2022-07-08T05:00:00Z,2022-07-08T04:00:00Z,118,78,191
2022-07-08T06:00:00Z,2022-07-08T05:00:00Z,139,107,218
2022-07-08T07:00:00Z,2022-07-08T06:00:00Z,261,234,334
2022-07-08T08:00:00Z,2022-07-08T07:00:00Z,641,592,852
2022-07-08T09:00:00Z,2022-07-08T08:00:00Z,551,521,606
2022-07-08T10:00:00Z,2022-07-08T09:00:00Z,155,143,155
2022-07-08T11:00:00Z,2022-07-08T10:00:00Z,163,150,163
2022-07-08T12:00:00Z,2022-07-08T11:00:00Z,98,90,98
2022-07-08T13:00:00Z,2022-07-08T12:00:00Z,295,271,295
2022-07-08T14:00:00Z,2022-07-08T13:00:00Z,297,274,302
2022-07-08T15:00:00Z,2022-07-08T14:00:00Z,409,375,477
2022-07-08T16:00:00Z,2022-07-08T15:00:00Z,183,168,183
2022-07-08T17:00:00Z,2022-07-08T16:00:00Z,127,117,127
2022-07-08T18:00:00Z,2022-07-08T17:00:00Z,42,39,42
2022-07-08T19:00:00Z,2022-07-08T18:00:00Z,0,0,0
2022-07-08T20:00:00Z,2022-07-08T19:00:00Z,0,0,0
2022-07-08T21:00:00Z,2022-07-08T20:00:00Z,0,0,0
2022-07-08T22:00:00Z,2022-07-08T21:00:00Z,0,0,0
2022-07-08T23:00:00Z,2022-07-08T22:00:00Z,0,0,0
2022-07-09T00:00:00Z,2022-07-08T23:00:00Z,0,0,0
2022-07-09T01:00:00Z,2022-07-09T00:00:00Z,0,0,0
2022-07-09T02:00:00Z,2022-07-09T01:00:00Z,0,0,0
2022-07-09T03:00:00Z,2022-07-09T02:00:00Z,0,0,0
2022-07-09T04:00:00Z,2022-07-09T03:00:00Z,3,2,3
2022-07-09T05:00:00Z,2022-07-09T04:00:00Z,33,30,33
2022-07-09T06:00:00Z,2022-07-09T05:00:00Z,79,73,79
2022-07-09T07:00:00Z,2022-07-09T06:00:00Z,263,242,270
2022-07-09T08:00:00Z,2022-07-09T07:00:00Z,577,537,734
2022-07-09T09:00:00Z,2022-07-09T08:00:00Z,599,574,650
2022-07-09T10:00:00Z,2022-07-09T09:00:00Z,665,647,680
2022-07-09T11:00:00Z,2022-07-09T10:00:00Z,603,574,603
2022-07-09T12:00:00Z,2022-07-09T11:00:00Z,754,748,762
2022-07-09T13:00:00Z,2022-07-09T12:00:00Z,518,485,526
2022-07-09T14:00:00Z,2022-07-09T13:00:00Z,650,616,787
2022-07-09T15:00:00Z,2022-07-09T14:00:00Z,597,526,907
2022-07-09T16:00:00Z,2022-07-09T15:00:00Z,420,312,828
2022-07-09T17:00:00Z,2022-07-09T16:00:00Z,234,112,590
2022-07-09T18:00:00Z,2022-07-09T17:00:00Z,69,31,82
2022-07-09T19:00:00Z,2022-07-09T18:00:00Z,1,1,1
2022-07-09T20:00:00Z,2022-07-09T19:00:00Z,0,0,0
2022-07-09T21:00:00Z,2022-07-09T20:00:00Z,0,0,0
2022-07-09T22:00:00Z,2022-07-09T21:00:00Z,0,0,0
2022-07-09T23:00:00Z,2022-07-09T22:00:00Z,0,0,0
2022-07-10T00:00:00Z,2022-07-09T23:00:00Z,0,0,0
2022-07-10T01:00:00Z,2022-07-10T00:00:00Z,0,0,0
2022-07-10T02:00:00Z,2022-07-10T01:00:00Z,0,0,0
2022-07-10T03:00:00Z,2022-07-10T02:00:00Z,0,0,0
2022-07-10T04:00:00Z,2022-07-10T03:00:00Z,18,11,11
2022-07-10T05:00:00Z,2022-07-10T04:00:00Z,140,55,299
2022-07-10T06:00:00Z,2022-07-10T05:00:00Z,328,203,771
2022-07-10T07:00:00Z,2022-07-10T06:00:00Z,514,421,893
2022-07-10T08:00:00Z,2022-07-10T07:00:00Z,682,629,943
2022-07-10T09:00:00Z,2022-07-10T08:00:00Z,817,800,957
2022-07-10T10:00:00Z,2022-07-10T09:00:00Z,908,917,956
2022-07-10T11:00:00Z,2022-07-10T10:00:00Z,947,968,951
2022-07-10T12:00:00Z,2022-07-10T11:00:00Z,879,890,893
2022-07-10T13:00:00Z,2022-07-10T12:00:00Z,792,784,866
2022-07-10T14:00:00Z,2022-07-10T13:00:00Z,751,719,944
2022-07-10T15:00:00Z,2022-07-10T14:00:00Z,598,528,912
2022-07-10T16:00:00Z,2022-07-10T15:00:00Z,421,313,833
2022-07-10T17:00:00Z,2022-07-10T16:00:00Z,237,109,606
2022-07-10T18:00:00Z,2022-07-10T17:00:00Z,74,24,101
2022-07-10T19:00:00Z,2022-07-10T18:00:00Z,1,1,1
2022-07-10T20:00:00Z,2022-07-10T19:00:00Z,0,0,0
2022-07-10T21:00:00Z,2022-07-10T20:00:00Z,0,0,0
2022-07-10T22:00:00Z,2022-07-10T21:00:00Z,0,0,0
2022-07-10T23:00:00Z,2022-07-10T22:00:00Z,0,0,0
2022-07-11T00:00:00Z,2022-07-10T23:00:00Z,0,0,0
2022-07-11T01:00:00Z,2022-07-11T00:00:00Z,0,0,0
2022-07-11T02:00:00Z,2022-07-11T01:00:00Z,0,0,0
2022-07-11T03:00:00Z,2022-07-11T02:00:00Z,0,0,0
2022-07-11T04:00:00Z,2022-07-11T03:00:00Z,19,10,10
2022-07-11T05:00:00Z,2022-07-11T04:00:00Z,145,48,323
2022-07-11T06:00:00Z,2022-07-11T05:00:00Z,332,203,791
2022-07-11T07:00:00Z,2022-07-11T06:00:00Z,518,424,906
2022-07-11T08:00:00Z,2022-07-11T07:00:00Z,687,634,953
2022-07-11T09:00:00Z,2022-07-11T08:00:00Z,823,808,967
2022-07-11T10:00:00Z,2022-07-11T09:00:00Z,915,927,965
2022-07-11T11:00:00Z,2022-07-11T10:00:00Z,957,980,961
2022-07-11T12:00:00Z,2022-07-11T11:00:00Z,945,965,963
2022-07-11T13:00:00Z,2022-07-11T12:00:00Z,880,881,969
2022-07-11T14:00:00Z,2022-07-11T13:00:00Z,767,735,968
2022-07-11T15:00:00Z,2022-07-11T14:00:00Z,614,542,943
2022-07-11T16:00:00Z,2022-07-11T15:00:00Z,434,321,873
2022-07-11T17:00:00Z,2022-07-11T16:00:00Z,246,108,646
2022-07-11T18:00:00Z,2022-07-11T17:00:00Z,77,21,107
2022-07-11T19:00:00Z,2022-07-11T18:00:00Z,1,1,1
2022-07-11T20:00:00Z,2022-07-11T19:00:00Z,0,0,0
2022-07-11T21:00:00Z,2022-07-11T20:00:00Z,0,0,0
2022-07-11T22:00:00Z,2022-07-11T21:00:00Z,0,0,0
2022-07-11T23:00:00Z,2022-07-11T22:00:00Z,0,0,0
2022-07-12T00:00:00Z,2022-07-11T23:00:00Z,0,0,0
2022-07-12T01:00:00Z,2022-07-12T00:00:00Z,0,0,0
2022-07-12T02:00:00Z,2022-07-12T01:00:00Z,0,0,0
2022-07-12T03:00:00Z,2022-07-12T02:00:00Z,0,0,0
2022-07-12T04:00:00Z,2022-07-12T03:00:00Z,19,9,9
2022-07-12T05:00:00Z,2022-07-12T04:00:00Z,144,50,316
2022-07-12T06:00:00Z,2022-07-12T05:00:00Z,335,205,806
2022-07-12T07:00:00Z,2022-07-12T06:00:00Z,523,428,918
2022-07-12T08:00:00Z,2022-07-12T07:00:00Z,693,641,964
2022-07-12T09:00:00Z,2022-07-12T08:00:00Z,830,816,976
2022-07-12T10:00:00Z,2022-07-12T09:00:00Z,922,935,972
2022-07-12T11:00:00Z,2022-07-12T10:00:00Z,962,987,967
2022-07-12T12:00:00Z,2022-07-12T11:00:00Z,950,971,968
2022-07-12T13:00:00Z,2022-07-12T12:00:00Z,883,885,973
2022-07-12T14:00:00Z,2022-07-12T13:00:00Z,767,737,969
2022-07-12T15:00:00Z,2022-07-12T14:00:00Z,613,542,942
2022-07-12T16:00:00Z,2022-07-12T15:00:00Z,433,321,872
2022-07-12T17:00:00Z,2022-07-12T16:00:00Z,245,108,644
2022-07-12T18:00:00Z,2022-07-12T17:00:00Z,73,25,94
2022-07-12T19:00:00Z,2022-07-12T18:00:00Z,1,1,1
2022-07-12T20:00:00Z,2022-07-12T19:00:00Z,0,0,0
2022-07-12T21:00:00Z,2022-07-12T20:00:00Z,0,0,0
2022-07-12T22:00:00Z,2022-07-12T21:00:00Z,0,0,0
2022-07-12T23:00:00Z,2022-07-12T22:00:00Z,0,0,0
2022-07-13T00:00:00Z,2022-07-12T23:00:00Z,0,0,0
2022-07-13T01:00:00Z,2022-07-13T00:00:00Z,0,0,0
2022-07-13T02:00:00Z,2022-07-13T01:00:00Z,0,0,0
2022-07-13T03:00:00Z,2022-07-13T02:00:00Z,0,0,0
2022-07-13T04:00:00Z,2022-07-13T03:00:00Z,17,9,10
2022-07-13T05:00:00Z,2022-07-13T04:00:00Z,139,51,299
2022-07-13T06:00:00Z,2022-07-13T05:00:00Z,329,203,790
2022-07-13T07:00:00Z,2022-07-13T06:00:00Z,518,425,910
2022-07-13T08:00:00Z,2022-07-13T07:00:00Z,688,638,958
2022-07-13T09:00:00Z,2022-07-13T08:00:00Z,826,813,971
2022-07-13T10:00:00Z,2022-07-13T09:00:00Z,919,933,969
2022-07-13T11:00:00Z,2022-07-13T10:00:00Z,960,987,965
2022-07-13T12:00:00Z,2022-07-13T11:00:00Z,946,969,965
2022-07-13T13:00:00Z,2022-07-13T12:00:00Z,878,882,967
2022-07-13T14:00:00Z,2022-07-13T13:00:00Z,762,733,961
2022-07-13T15:00:00Z,2022-07-13T14:00:00Z,607,538,931
2022-07-13T16:00:00Z,2022-07-13T15:00:00Z,427,319,857
2022-07-13T17:00:00Z,2022-07-13T16:00:00Z,240,109,625
2022-07-13T18:00:00Z,2022-07-13T17:00:00Z,74,22,102
2022-07-13T19:00:00Z,2022-07-13T18:00:00Z,1,1,1
2022-07-13T20:00:00Z,2022-07-13T19:00:00Z,0,0,0
2022-07-13T21:00:00Z,2022-07-13T20:00:00Z,0,0,0
2022-07-13T22:00:00Z,2022-07-13T21:00:00Z,0,0,0
2022-07-13T23:00:00Z,2022-07-13T22:00:00Z,0,0,0
2022-07-14T00:00:00Z,2022-07-13T23:00:00Z,0,0,0
2022-07-14T01:00:00Z,2022-07-14T00:00:00Z,0,0,0
2022-07-14T02:00:00Z,2022-07-14T01:00:00Z,0,0,0
2022-07-14T03:00:00Z,2022-07-14T02:00:00Z,0,0,0
2022-07-14T04:00:00Z,2022-07-14T03:00:00Z,17,8,9
2022-07-14T05:00:00Z,2022-07-14T04:00:00Z,149,41,337
2022-07-14T06:00:00Z,2022-07-14T05:00:00Z,335,204,815
2022-07-14T07:00:00Z,2022-07-14T06:00:00Z,524,430,927
2022-07-14T08:00:00Z,2022-07-14T07:00:00Z,694,645,970
2022-07-14T09:00:00Z,2022-07-14T08:00:00Z,830,819,978
2022-07-14T10:00:00Z,2022-07-14T09:00:00Z,921,937,973
2022-07-14T11:00:00Z,2022-07-14T10:00:00Z,960,988,965
2022-07-14T12:00:00Z,2022-07-14T11:00:00Z,944,969,963
2022-07-14T13:00:00Z,2022-07-14T12:00:00Z,875,880,964
2022-07-14T14:00:00Z,2022-07-14T13:00:00Z,758,731,957
2022-07-14T15:00:00Z,2022-07-14T14:00:00Z,604,536,929
2022-07-14T16:00:00Z,2022-07-14T15:00:00Z,425,318,859
2022-07-14T17:00:00Z,2022-07-14T16:00:00Z,239,107,631
2022-07-14T18:00:00Z,2022-07-14T17:00:00Z,73,20,102
2022-07-14T19:00:00Z,2022-07-14T18:00:00Z,1,1,1
2022-07-14T20:00:00Z,2022-07-14T19:00:00Z,0,0,0
2022-07-14T21:00:00Z,2022-07-14T20:00:00Z,0,0,0
2022-07-14T22:00:00Z,2022-07-14T21:00:00Z,0,0,0
2022-07-14T23:00:00Z,2022-07-14T22:00:00Z,0,0,0
2022-07-15T00:00:00Z,2022-07-14T23:00:00Z,0,0,0
2022-07-15T01:00:00Z,2022-07-15T00:00:00Z,0,0,0
2022-07-15T02:00:00Z,2022-07-15T01:00:00Z,0,0,0
2022-07-15T03:00:00Z,2022-07-15T02:00:00Z,0,0,0
2022-07-15T04:00:00Z,2022-07-15T03:00:00Z,16,7,8
2022-07-15T05:00:00Z,2022-07-15T04:00:00Z,142,39,317
2022-07-15T06:00:00Z,2022-07-15T05:00:00Z,320,198,772
2022-07-15T07:00:00Z,2022-07-15T06:00:00Z,504,416,889
2022-07-15T08:00:00Z,2022-07-15T07:00:00Z,671,624,936
2022-07-15T09:00:00Z,2022-07-15T08:00:00Z,806,796,950
2022-07-15T10:00:00Z,2022-07-15T09:00:00Z,899,915,949
2022-07-15T11:00:00Z,2022-07-15T10:00:00Z,941,969,945
2022-07-15T12:00:00Z,2022-07-15T11:00:00Z,927,953,945
2022-07-15T13:00:00Z,2022-07-15T12:00:00Z,860,866,947
2022-07-15T14:00:00Z,2022-07-15T13:00:00Z,746,721,943
2022-07-15T15:00:00Z,2022-07-15T14:00:00Z,595,530,915
2022-07-15T16:00:00Z,2022-07-15T15:00:00Z,418,314,843
2022-07-15T17:00:00Z,2022-07-15T16:00:00Z,234,107,613
2022-07-15T18:00:00Z,2022-07-15T17:00:00Z,71,22,98
2022-07-15T19:00:00Z,2022-07-15T18:00:00Z,1,0,0
2022-07-15T20:00:00Z,2022-07-15T19:00:00Z,0,0,0
2022-07-15T21:00:00Z,2022-07-15T20:00:00Z,0,0,0
2022-07-15T22:00:00Z,2022-07-15T21:00:00Z,0,0,0
2022-07-15T23:00:00Z,2022-07-15T22:00:00Z,0,0,0
2022-07-16T00:00:00Z,2022-07-15T23:00:00Z,0,0,0
2022-07-16T01:00:00Z,2022-07-16T00:00:00Z,0,0,0
2022-07-16T02:00:00Z,2022-07-16T01:00:00Z,0,0,0
2022-07-16T03:00:00Z,2022-07-16T02:00:00Z,0,0,0
2022-07-16T04:00:00Z,2022-07-16T03:00:00Z,16,7,8
2022-07-16T05:00:00Z,2022-07-16T04:00:00Z,141,40,310
2022-07-16T06:00:00Z,2022-07-16T05:00:00Z,321,199,775
2022-07-16T07:00:00Z,2022-07-16T06:00:00Z,506,419,896
2022-07-16T08:00:00Z,2022-07-16T07:00:00Z,675,629,944
