PeriodEnd,PeriodStart,Ghi,GtiFixedTilt,GtiTracking
2022-05-14T00:00:00Z,2022-05-13T23:00:00Z,0,0,0
2022-05-14T01:00:00Z,2022-05-14T00:00:00Z,0,0,0
2022-05-14T02:00:00Z,2022-05-14T01:00:00Z,0,0,0
2022-05-14T03:00:00Z,2022-05-14T02:00:00Z,0,0,0
2022-05-14T04:00:00Z,2022-05-14T03:00:00Z,9,8,9
2022-05-14T05:00:00Z,2022-05-14T04:00:00Z,87,79,95
2022-05-14T06:00:00Z,2022-05-14T05:00:00Z,257,211,471
2022-05-14T07:00:00Z,2022-05-14T06:00:00Z,456,415,744
2022-05-14T08:00:00Z,2022-05-14T07:00:00Z,658,649,907
2022-05-14T09:00:00Z,2022-05-14T08:00:00Z,790,817,919
2022-05-14T10:00:00Z,2022-05-14T09:00:00Z,874,924,914
2022-05-14T11:00:00Z,2022-05-14T10:00:00Z,840,883,843
2022-05-14T12:00:00Z,2022-05-14T11:00:00Z,678,680,696
2022-05-14T13:00:00Z,2022-05-14T12:00:00Z,794,822,892
2022-05-14T14:00:00Z,2022-05-14T13:00:00Z,680,678,888
2022-05-14T15:00:00Z,2022-05-14T14:00:00Z,517,478,831
2022-05-14T16:00:00Z,2022-05-14T15:00:00Z,321,261,638
2022-05-14T17:00:00Z,2022-05-14T16:00:00Z,96,86,114
2022-05-14T18:00:00Z,2022-05-14T17:00:00Z,14,13,14
2022-05-14T19:00:00Z,2022-05-14T18:00:00Z,0,0,0
2022-05-14T20:00:00Z,2022-05-14T19:00:00Z,0,0,0
2022-05-14T21:00:00Z,2022-05-14T20:00:00Z,0,0,0
2022-05-14T22:00:00Z,2022-05-14T21:00:00Z,0,0,0
2022-05-14T23:00:00Z,2022-05-14T22:00:00Z,0,0,0
2022-05-15T00:00:00Z,2022-05-14T23:00:00Z,0,0,0
2022-05-15T01:00:00Z,2022-05-15T00:00:00Z,0,0,0
2022-05-15T02:00:00Z,2022-05-15T01:00:00Z,0,0,0
2022-05-15T03:00:00Z,2022-05-15T02:00:00Z,0,0,0
2022-05-15T04:00:00Z,2022-05-15T03:00:00Z,9,8,9
2022-05-15T05:00:00Z,2022-05-15T04:00:00Z,123,59,270
2022-05-15T06:00:00Z,2022-05-15T05:00:00Z,306,224,717
2022-05-15T07:00:00Z,2022-05-15T06:00:00Z,497,446,865
2022-05-15T08:00:00Z,2022-05-15T07:00:00Z,669,658,922
2022-05-15T09:00:00Z,2022-05-15T08:00:00Z,806,832,938
2022-05-15T10:00:00Z,2022-05-15T09:00:00Z,900,952,942
2022-05-15T11:00:00Z,2022-05-15T10:00:00Z,929,990,932
2022-05-15T12:00:00Z,2022-05-15T11:00:00Z,909,963,936
2022-05-15T13:00:00Z,2022-05-15T12:00:00Z,838,871,947
2022-05-15T14:00:00Z,2022-05-15T13:00:00Z,713,711,943
2022-05-15T15:00:00Z,2022-05-15T14:00:00Z,549,505,906
2022-05-15T16:00:00Z,2022-05-15T15:00:00Z,359,278,787
2022-05-15T17:00:00Z,2022-05-15T16:00:00Z,157,86,342
2022-05-15T18:00:00Z,2022-05-15T17:00:00Z,26,16,26
2022-05-15T19:00:00Z,2022-05-15T18:00:00Z,0,0,0
2022-05-15T20:00:00Z,2022-05-15T19:00:00Z,0,0,0
2022-05-15T21:00:00Z,2022-05-15T20:00:00Z,0,0,0
2022-05-15T22:00:00Z,2022-05-15T21:00:00Z,0,0,0
2022-05-15T23:00:00Z,2022-05-15T22:00:00Z,0,0,0
2022-05-16T00:00:00Z,2022-05-15T23:00:00Z,0,0,0
2022-05-16T01:00:00Z,2022-05-16T00:00:00Z,0,0,0
2022-05-16T02:00:00Z,2022-05-16T01:00:00Z,0,0,0
2022-05-16T03:00:00Z,2022-05-16T02:00:00Z,0,0,0
2022-05-16T04:00:00Z,2022-05-16T03:00:00Z,13,7,8
2022-05-16T05:00:00Z,2022-05-16T04:00:00Z,137,53,321
2022-05-16T06:00:00Z,2022-05-16T05:00:00Z,323,230,776
2022-05-16T07:00:00Z,2022-05-16T06:00:00Z,513,457,899
2022-05-16T08:00:00Z,2022-05-16T07:00:00Z,684,671,945
2022-05-16T09:00:00Z,2022-05-16T08:00:00Z,821,845,956
2022-05-16T10:00:00Z,2022-05-16T09:00:00Z,909,959,951
2022-05-16T11:00:00Z,2022-05-16T10:00:00Z,943,1003,946
2022-05-16T12:00:00Z,2022-05-16T11:00:00Z,922,976,950
2022-05-16T13:00:00Z,2022-05-16T12:00:00Z,847,878,957
2022-05-16T14:00:00Z,2022-05-16T13:00:00Z,721,717,954
2022-05-16T15:00:00Z,2022-05-16T14:00:00Z,557,510,919
2022-05-16T16:00:00Z,2022-05-16T15:00:00Z,369,282,826
2022-05-16T17:00:00Z,2022-05-16T16:00:00Z,169,93,416
2022-05-16T18:00:00Z,2022-05-16T17:00:00Z,16,14,16
2022-05-16T19:00:00Z,2022-05-16T18:00:00Z,0,0,0
2022-05-16T20:00:00Z,2022-05-16T19:00:00Z,0,0,0
2022-05-16T21:00:00Z,2022-05-16T20:00:00Z,0,0,0
2022-05-16T22:00:00Z,2022-05-16T21:00:00Z,0,0,0
2022-05-16T23:00:00Z,2022-05-16T22:00:00Z,0,0,0
2022-05-17T00:00:00Z,2022-05-16T23:00:00Z,0,0,0
2022-05-17T01:00:00Z,2022-05-17T00:00:00Z,0,0,0
2022-05-17T02:00:00Z,2022-05-17T01:00:00Z,0,0,0
2022-05-17T03:00:00Z,2022-05-17T02:00:00Z,0,0,0
2022-05-17T04:00:00Z,2022-05-17T03:00:00Z,12,9,10
2022-05-17T05:00:00Z,2022-05-17T04:00:00Z,121,68,233
2022-05-17T06:00:00Z,2022-05-17T05:00:00Z,320,229,759
2022-05-17T07:00:00Z,2022-05-17T06:00:00Z,510,453,889
2022-05-17T08:00:00Z,2022-05-17T07:00:00Z,681,665,938
2022-05-17T09:00:00Z,2022-05-17T08:00:00Z,815,837,949
2022-05-17T10:00:00Z,2022-05-17T09:00:00Z,903,951,945
2022-05-17T11:00:00Z,2022-05-17T10:00:00Z,938,995,941
2022-05-17T12:00:00Z,2022-05-17T11:00:00Z,917,968,944
2022-05-17T13:00:00Z,2022-05-17T12:00:00Z,840,868,948
2022-05-17T14:00:00Z,2022-05-17T13:00:00Z,716,709,943
2022-05-17T15:00:00Z,2022-05-17T14:00:00Z,553,505,907
2022-05-17T16:00:00Z,2022-05-17T15:00:00Z,368,280,814
2022-05-17T17:00:00Z,2022-05-17T16:00:00Z,181,81,467
2022-05-17T18:00:00Z,2022-05-17T17:00:00Z,29,14,30
2022-05-17T19:00:00Z,2022-05-17T18:00:00Z,0,0,0
2022-05-17T20:00:00Z,2022-05-17T19:00:00Z,0,0,0
2022-05-17T21:00:00Z,2022-05-17T20:00:00Z,0,0,0
2022-05-17T22:00:00Z,2022-05-17T21:00:00Z,0,0,0
2022-05-17T23:00:00Z,2022-05-17T22:00:00Z,0,0,0
2022-05-18T00:00:00Z,2022-05-17T23:00:00Z,0,0,0
2022-05-18T01:00:00Z,2022-05-18T00:00:00Z,0,0,0
2022-05-18T02:00:00Z,2022-05-18T01:00:00Z,0,0,0
2022-05-18T03:00:00Z,2022-05-18T02:00:00Z,0,0,0
2022-05-18T04:00:00Z,2022-05-18T03:00:00Z,12,10,11
2022-05-18T05:00:00Z,2022-05-18T04:00:00Z,125,68,258
2022-05-18T06:00:00Z,2022-05-18T05:00:00Z,319,228,747
2022-05-18T07:00:00Z,2022-05-18T06:00:00Z,508,450,878
2022-05-18T08:00:00Z,2022-05-18T07:00:00Z,678,660,930
2022-05-18T09:00:00Z,2022-05-18T08:00:00Z,811,830,942
2022-05-18T10:00:00Z,2022-05-18T09:00:00Z,901,945,942
2022-05-18T11:00:00Z,2022-05-18T10:00:00Z,936,990,939
2022-05-18T12:00:00Z,2022-05-18T11:00:00Z,852,889,874
2022-05-18T13:00:00Z,2022-05-18T12:00:00Z,743,753,827
2022-05-18T14:00:00Z,2022-05-18T13:00:00Z,716,708,944
2022-05-18T15:00:00Z,2022-05-18T14:00:00Z,519,473,821
2022-05-18T16:00:00Z,2022-05-18T15:00:00Z,375,283,837
2022-05-18T17:00:00Z,2022-05-18T16:00:00Z,173,90,406
2022-05-18T18:00:00Z,2022-05-18T17:00:00Z,35,13,32
2022-05-18T19:00:00Z,2022-05-18T18:00:00Z,0,0,0
2022-05-18T20:00:00Z,2022-05-18T19:00:00Z,0,0,0
2022-05-18T21:00:00Z,2022-05-18T20:00:00Z,0,0,0
2022-05-18T22:00:00Z,2022-05-18T21:00:00Z,0,0,0
2022-05-18T23:00:00Z,2022-05-18T22:00:00Z,0,0,0
2022-05-19T00:00:00Z,2022-05-18T23:00:00Z,0,0,0
2022-05-19T01:00:00Z,2022-05-19T00:00:00Z,0,0,0
2022-05-19T02:00:00Z,2022-05-19T01:00:00Z,0,0,0
2022-05-19T03:00:00Z,2022-05-19T02:00:00Z,0,0,0
2022-05-19T04:00:00Z,2022-05-19T03:00:00Z,19,7,8
2022-05-19T05:00:00Z,2022-05-19T04:00:00Z,164,51,407
2022-05-19T06:00:00Z,2022-05-19T05:00:00Z,362,249,885
2022-05-19T07:00:00Z,2022-05-19T06:00:00Z,559,491,984
2022-05-19T08:00:00Z,2022-05-19T07:00:00Z,734,713,1015
2022-05-19T09:00:00Z,2022-05-19T08:00:00Z,870,889,1013
2022-05-19T10:00:00Z,2022-05-19T09:00:00Z,957,1003,1001
2022-05-19T11:00:00Z,2022-05-19T10:00:00Z,990,1047,994
2022-05-19T12:00:00Z,2022-05-19T11:00:00Z,966,1015,994
2022-05-19T13:00:00Z,2022-05-19T12:00:00Z,884,910,999
2022-05-19T14:00:00Z,2022-05-19T13:00:00Z,754,744,995
2022-05-19T15:00:00Z,2022-05-19T14:00:00Z,587,531,966
2022-05-19T16:00:00Z,2022-05-19T15:00:00Z,394,295,882
2022-05-19T17:00:00Z,2022-05-19T16:00:00Z,199,81,533
2022-05-19T18:00:00Z,2022-05-19T17:00:00Z,36,15,38
2022-05-19T19:00:00Z,2022-05-19T18:00:00Z,0,0,0
2022-05-19T20:00:00Z,2022-05-19T19:00:00Z,0,0,0
2022-05-19T21:00:00Z,2022-05-19T20:00:00Z,0,0,0
2022-05-19T22:00:00Z,2022-05-19T21:00:00Z,0,0,0
2022-05-19T23:00:00Z,2022-05-19T22:00:00Z,0,0,0
2022-05-20T00:00:00Z,2022-05-19T23:00:00Z,0,0,0
2022-05-20T01:00:00Z,2022-05-20T00:00:00Z,0,0,0
2022-05-20T02:00:00Z,2022-05-20T01:00:00Z,0,0,0
2022-05-20T03:00:00Z,2022-05-20T02:00:00Z,0,0,0
2022-05-20T04:00:00Z,2022-05-20T03:00:00Z,19,7,9
2022-05-20T05:00:00Z,2022-05-20T04:00:00Z,162,50,401
2022-05-20T06:00:00Z,2022-05-20T05:00:00Z,358,245,874
2022-05-20T07:00:00Z,2022-05-20T06:00:00Z,554,485,973
2022-05-20T08:00:00Z,2022-05-20T07:00:00Z,729,707,1007
2022-05-20T09:00:00Z,2022-05-20T08:00:00Z,867,884,1009
2022-05-20T10:00:00Z,2022-05-20T09:00:00Z,956,999,1000
2022-05-20T11:00:00Z,2022-05-20T10:00:00Z,989,1044,993
2022-05-20T12:00:00Z,2022-05-20T11:00:00Z,965,1012,993
2022-05-20T13:00:00Z,2022-05-20T12:00:00Z,885,909,999
2022-05-20T14:00:00Z,2022-05-20T13:00:00Z,755,742,994
2022-05-20T15:00:00Z,2022-05-20T14:00:00Z,587,529,963
2022-05-20T16:00:00Z,2022-05-20T15:00:00Z,395,294,878
2022-05-20T17:00:00Z,2022-05-20T16:00:00Z,199,82,531
2022-05-20T18:00:00Z,2022-05-20T17:00:00Z,37,15,40
2022-05-20T19:00:00Z,2022-05-20T18:00:00Z,0,0,0
2022-05-20T20:00:00Z,2022-05-20T19:00:00Z,0,0,0
2022-05-20T21:00:00Z,2022-05-20T20:00:00Z,0,0,0
2022-05-20T22:00:00Z,2022-05-20T21:00:00Z,0,0,0
2022-05-20T23:00:00Z,2022-05-20T22:00:00Z,0,0,0
2022-05-21T00:00:00Z,2022-05-20T23:00:00Z,0,0,0
2022-05-21T01:00:00Z,2022-05-21T00:00:00Z,0,0,0
2022-05-21T02:00:00Z,2022-05-21T01:00:00Z,0,0,0
2022-05-21T03:00:00Z,2022-05-21T02:00:00Z,0,0,0
2022-05-21T04:00:00Z,2022-05-21T03:00:00Z,20,8,9
2022-05-21T05:00:00Z,2022-05-21T04:00:00Z,160,50,395
2022-05-21T06:00:00Z,2022-05-21T05:00:00Z,352,241,853
2022-05-21T07:00:00Z,2022-05-21T06:00:00Z,546,476,954
2022-05-21T08:00:00Z,2022-05-21T07:00:00Z,718,694,989
2022-05-21T09:00:00Z,2022-05-21T08:00:00Z,854,868,993
2022-05-21T10:00:00Z,2022-05-21T09:00:00Z,943,984,987
2022-05-21T11:00:00Z,2022-05-21T10:00:00Z,978,1029,981
2022-05-21T12:00:00Z,2022-05-21T11:00:00Z,956,1001,984
2022-05-21T13:00:00Z,2022-05-21T12:00:00Z,879,901,992
2022-05-21T14:00:00Z,2022-05-21T13:00:00Z,752,737,989
2022-05-21T15:00:00Z,2022-05-21T14:00:00Z,585,525,959
2022-05-21T16:00:00Z,2022-05-21T15:00:00Z,394,292,878
2022-05-21T17:00:00Z,2022-05-21T16:00:00Z,201,80,541
2022-05-21T18:00:00Z,2022-05-21T17:00:00Z,38,15,42
2022-05-21T19:00:00Z,2022-05-21T18:00:00Z,0,0,0
2022-05-21T20:00:00Z,2022-05-21T19:00:00Z,0,0,0
2022-05-21T21:00:00Z,2022-05-21T20:00:00Z,0,0,0
2022-05-21T22:00:00Z,2022-05-21T21:00:00Z,0,0,0
2022-05-21T23:00:00Z,2022-05-21T22:00:00Z,0,0,0
2022-05-22T00:00:00Z,2022-05-21T23:00:00Z,0,0,0
2022-05-22T01:00:00Z,2022-05-22T00:00:00Z,0,0,0
2022-05-22T02:00:00Z,2022-05-22T01:00:00Z,0,0,0
2022-05-22T03:00:00Z,2022-05-22T02:00:00Z,0,0,0
2022-05-22T04:00:00Z,2022-05-22T03:00:00Z,15,13,14
2022-05-22T05:00:00Z,2022-05-22T04:00:00Z,146,60,343
2022-05-22T06:00:00Z,2022-05-22T05:00:00Z,335,231,794
2022-05-22T07:00:00Z,2022-05-22T06:00:00Z,521,453,899
2022-05-22T08:00:00Z,2022-05-22T07:00:00Z,688,662,942
2022-05-22T09:00:00Z,2022-05-22T08:00:00Z,820,831,951
2022-05-22T10:00:00Z,2022-05-22T09:00:00Z,909,945,950
2022-05-22T11:00:00Z,2022-05-22T10:00:00Z,947,992,950
2022-05-22T12:00:00Z,2022-05-22T11:00:00Z,925,964,951
2022-05-22T13:00:00Z,2022-05-22T12:00:00Z,844,861,949
2022-05-22T14:00:00Z,2022-05-22T13:00:00Z,720,703,938
2022-05-22T15:00:00Z,2022-05-22T14:00:00Z,559,502,899
2022-05-22T16:00:00Z,2022-05-22T15:00:00Z,345,276,652
2022-05-22T17:00:00Z,2022-05-22T16:00:00Z,137,108,210
2022-05-22T18:00:00Z,2022-05-22T17:00:00Z,27,24,26
2022-05-22T19:00:00Z,2022-05-22T18:00:00Z,0,0,0
2022-05-22T20:00:00Z,2022-05-22T19:00:00Z,0,0,0
2022-05-22T21:00:00Z,2022-05-22T20:00:00Z,0,0,0
2022-05-22T22:00:00Z,2022-05-22T21:00:00Z,0,0,0
2022-05-22T23:00:00Z,2022-05-22T22:00:00Z,0,0,0
2022-05-23T00:00:00Z,2022-05-22T23:00:00Z,0,0,0
2022-05-23T01:00:00Z,2022-05-23T00:00:00Z,0,0,0
2022-05-23T02:00:00Z,2022-05-23T01:00:00Z,0,0,0
2022-05-23T03:00:00Z,2022-05-23T02:00:00Z,0,0,0
2022-05-23T04:00:00Z,2022-05-23T03:00:00Z,14,13,14
2022-05-23T05:00:00Z,2022-05-23T04:00:00Z,124,79,228
2022-05-23T06:00:00Z,2022-05-23T05:00:00Z,313,224,686
2022-05-23T07:00:00Z,2022-05-23T06:00:00Z,495,432,824
2022-05-23T08:00:00Z,2022-05-23T07:00:00Z,658,631,884
2022-05-23T09:00:00Z,2022-05-23T08:00:00Z,669,656,755
2022-05-23T10:00:00Z,2022-05-23T09:00:00Z,731,733,754
2022-05-23T11:00:00Z,2022-05-23T10:00:00Z,446,414,446
2022-05-23T12:00:00Z,2022-05-23T11:00:00Z,817,836,837
2022-05-23T13:00:00Z,2022-05-23T12:00:00Z,813,825,909
2022-05-23T14:00:00Z,2022-05-23T13:00:00Z,688,669,883
2022-05-23T15:00:00Z,2022-05-23T14:00:00Z,526,473,815
2022-05-23T16:00:00Z,2022-05-23T15:00:00Z,342,265,672
2022-05-23T17:00:00Z,2022-05-23T16:00:00Z,160,97,337
2022-05-23T18:00:00Z,2022-05-23T17:00:00Z,26,23,26
2022-05-23T19:00:00Z,2022-05-23T18:00:00Z,0,0,0
2022-05-23T20:00:00Z,2022-05-23T19:00:00Z,0,0,0
2022-05-23T21:00:00Z,2022-05-23T20:00:00Z,0,0,0
2022-05-23T22:00:00Z,2022-05-23T21:00:00Z,0,0,0
2022-05-23T23:00:00Z,2022-05-23T22:00:00Z,0,0,0
2022-05-24T00:00:00Z,2022-05-23T23:00:00Z,0,0,0
2022-05-24T01:00:00Z,2022-05-24T00:00:00Z,0,0,0
2022-05-24T02:00:00Z,2022-05-24T01:00:00Z,0,0,0
2022-05-24T03:00:00Z,2022-05-24T02:00:00Z,0,0,0
2022-05-24T04:00:00Z,2022-05-24T03:00:00Z,12,11,12
2022-05-24T05:00:00Z,2022-05-24T04:00:00Z,104,90,127
2022-05-24T06:00:00Z,2022-05-24T05:00:00Z,303,225,622
2022-05-24T07:00:00Z,2022-05-24T06:00:00Z,493,431,807
2022-05-24T08:00:00Z,2022-05-24T07:00:00Z,662,633,884
2022-05-24T09:00:00Z,2022-05-24T08:00:00Z,800,803,918
2022-05-24T10:00:00Z,2022-05-24T09:00:00Z,907,937,947
2022-05-24T11:00:00Z,2022-05-24T10:00:00Z,946,987,949
2022-05-24T12:00:00Z,2022-05-24T11:00:00Z,921,955,946
2022-05-24T13:00:00Z,2022-05-24T12:00:00Z,841,853,942
2022-05-24T14:00:00Z,2022-05-24T13:00:00Z,717,697,929
2022-05-24T15:00:00Z,2022-05-24T14:00:00Z,556,497,884
2022-05-24T16:00:00Z,2022-05-24T15:00:00Z,372,280,775
2022-05-24T17:00:00Z,2022-05-24T16:00:00Z,185,92,443
2022-05-24T18:00:00Z,2022-05-24T17:00:00Z,35,21,40
2022-05-24T19:00:00Z,2022-05-24T18:00:00Z,0,0,0
2022-05-24T20:00:00Z,2022-05-24T19:00:00Z,0,0,0
2022-05-24T21:00:00Z,2022-05-24T20:00:00Z,0,0,0
2022-05-24T22:00:00Z,2022-05-24T21:00:00Z,0,0,0
2022-05-24T23:00:00Z,2022-05-24T22:00:00Z,0,0,0
2022-05-25T00:00:00Z,2022-05-24T23:00:00Z,0,0,0
2022-05-25T01:00:00Z,2022-05-25T00:00:00Z,0,0,0
2022-05-25T02:00:00Z,2022-05-25T01:00:00Z,0,0,0
2022-05-25T03:00:00Z,2022-05-25T02:00:00Z,0,0,0
2022-05-25T04:00:00Z,2022-05-25T03:00:00Z,15,14,15
2022-05-25T05:00:00Z,2022-05-25T04:00:00Z,125,84,216
2022-05-25T06:00:00Z,2022-05-25T05:00:00Z,328,230,734
2022-05-25T07:00:00Z,2022-05-25T06:00:00Z,516,446,869
2022-05-25T08:00:00Z,2022-05-25T07:00:00Z,684,653,926
2022-05-25T09:00:00Z,2022-05-25T08:00:00Z,818,822,944
2022-05-25T10:00:00Z,2022-05-25T09:00:00Z,908,936,947
2022-05-25T11:00:00Z,2022-05-25T10:00:00Z,941,978,944
2022-05-25T12:00:00Z,2022-05-25T11:00:00Z,914,945,939
2022-05-25T13:00:00Z,2022-05-25T12:00:00Z,841,852,942
2022-05-25T14:00:00Z,2022-05-25T13:00:00Z,718,696,928
2022-05-25T15:00:00Z,2022-05-25T14:00:00Z,558,498,882
2022-05-25T16:00:00Z,2022-05-25T15:00:00Z,374,282,768
2022-05-25T17:00:00Z,2022-05-25T16:00:00Z,185,94,435
2022-05-25T18:00:00Z,2022-05-25T17:00:00Z,35,21,40
2022-05-25T19:00:00Z,2022-05-25T18:00:00Z,0,0,0
2022-05-25T20:00:00Z,2022-05-25T19:00:00Z,0,0,0
2022-05-25T21:00:00Z,2022-05-25T20:00:00Z,0,0,0
2022-05-25T22:00:00Z,2022-05-25T21:00:00Z,0,0,0
2022-05-25T23:00:00Z,2022-05-25T22:00:00Z,0,0,0
2022-05-26T00:00:00Z,2022-05-25T23:00:00Z,0,0,0
2022-05-26T01:00:00Z,2022-05-26T00:00:00Z,0,0,0
2022-05-26T02:00:00Z,2022-05-26T01:00:00Z,0,0,0
2022-05-26T03:00:00Z,2022-05-26T02:00:00Z,0,0,0
2022-05-26T04:00:00Z,2022-05-26T03:00:00Z,15,13,15
2022-05-26T05:00:00Z,2022-05-26T04:00:00Z,90,80,92
2022-05-26T06:00:00Z,2022-05-26T05:00:00Z,291,230,523
2022-05-26T07:00:00Z,2022-05-26T06:00:00Z,518,448,863
2022-05-26T08:00:00Z,2022-05-26T07:00:00Z,688,655,926
2022-05-26T09:00:00Z,2022-05-26T08:00:00Z,823,825,948
2022-05-26T10:00:00Z,2022-05-26T09:00:00Z,917,944,957
2022-05-26T11:00:00Z,2022-05-26T10:00:00Z,950,988,953
2022-05-26T12:00:00Z,2022-05-26T11:00:00Z,878,902,901
2022-05-26T13:00:00Z,2022-05-26T12:00:00Z,850,860,952
2022-05-26T14:00:00Z,2022-05-26T13:00:00Z,726,702,939
2022-05-26T15:00:00Z,2022-05-26T14:00:00Z,566,503,897
2022-05-26T16:00:00Z,2022-05-26T15:00:00Z,302,255,471
2022-05-26T17:00:00Z,2022-05-26T16:00:00Z,132,107,160
2022-05-26T18:00:00Z,2022-05-26T17:00:00Z,36,25,39
2022-05-26T19:00:00Z,2022-05-26T18:00:00Z,0,0,0
2022-05-26T20:00:00Z,2022-05-26T19:00:00Z,0,0,0
2022-05-26T21:00:00Z,2022-05-26T20:00:00Z,0,0,0
2022-05-26T22:00:00Z,2022-05-26T21:00:00Z,0,0,0
2022-05-26T23:00:00Z,2022-05-26T22:00:00Z,0,0,0
2022-05-27T00:00:00Z,2022-05-26T23:00:00Z,0,0,0
2022-05-27T01:00:00Z,2022-05-27T00:00:00Z,0,0,0
2022-05-27T02:00:00Z,2022-05-27T01:00:00Z,0,0,0
2022-05-27T03:00:00Z,2022-05-27T02:00:00Z,0,0,0
2022-05-27T04:00:00Z,2022-05-27T03:00:00Z,15,14,15
2022-05-27T05:00:00Z,2022-05-27T04:00:00Z,122,89,197
2022-05-27T06:00:00Z,2022-05-27T05:00:00Z,325,229,708
2022-05-27T07:00:00Z,2022-05-27T06:00:00Z,510,440,844
2022-05-27T08:00:00Z,2022-05-27T07:00:00Z,673,639,901
2022-05-27T09:00:00Z,2022-05-27T08:00:00Z,802,801,920
2022-05-27T10:00:00Z,2022-05-27T09:00:00Z,890,911,927
2022-05-27T11:00:00Z,2022-05-27T10:00:00Z,894,918,896
2022-05-27T12:00:00Z,2022-05-27T11:00:00Z,872,892,892
2022-05-27T13:00:00Z,2022-05-27T12:00:00Z,571,542,584
2022-05-27T14:00:00Z,2022-05-27T13:00:00Z,681,654,861
2022-05-27T15:00:00Z,2022-05-27T14:00:00Z,533,476,813
2022-05-27T16:00:00Z,2022-05-27T15:00:00Z,353,272,680
2022-05-27T17:00:00Z,2022-05-27T16:00:00Z,173,100,369
2022-05-27T18:00:00Z,2022-05-27T17:00:00Z,28,23,31
2022-05-27T19:00:00Z,2022-05-27T18:00:00Z,0,0,0
2022-05-27T20:00:00Z,2022-05-27T19:00:00Z,0,0,0
2022-05-27T21:00:00Z,2022-05-27T20:00:00Z,0,0,0
2022-05-27T22:00:00Z,2022-05-27T21:00:00Z,0,0,0
2022-05-27T23:00:00Z,2022-05-27T22:00:00Z,0,0,0
2022-05-28T00:00:00Z,2022-05-27T23:00:00Z,0,0,0
2022-05-28T01:00:00Z,2022-05-28T00:00:00Z,0,0,0
2022-05-28T02:00:00Z,2022-05-28T01:00:00Z,0,0,0
2022-05-28T03:00:00Z,2022-05-28T02:00:00Z,0,0,0
2022-05-28T04:00:00Z,2022-05-28T03:00:00Z,10,9,10
2022-05-28T05:00:00Z,2022-05-28T04:00:00Z,64,59,64
2022-05-28T06:00:00Z,2022-05-28T05:00:00Z,189,173,199
2022-05-28T07:00:00Z,2022-05-28T06:00:00Z,282,259,291
2022-05-28T08:00:00Z,2022-05-28T07:00:00Z,266,245,266
2022-05-28T09:00:00Z,2022-05-28T08:00:00Z,711,701,784
2022-05-28T10:00:00Z,2022-05-28T09:00:00Z,863,879,899
2022-05-28T11:00:00Z,2022-05-28T10:00:00Z,897,921,899
2022-05-28T12:00:00Z,2022-05-28T11:00:00Z,910,935,934
2022-05-28T13:00:00Z,2022-05-28T12:00:00Z,795,796,876
2022-05-28T14:00:00Z,2022-05-28T13:00:00Z,491,471,561
2022-05-28T15:00:00Z,2022-05-28T14:00:00Z,421,371,619
2022-05-28T16:00:00Z,2022-05-28T15:00:00Z,371,278,749
2022-05-28T17:00:00Z,2022-05-28T16:00:00Z,186,97,433
2022-05-28T18:00:00Z,2022-05-28T17:00:00Z,34,24,39
2022-05-28T19:00:00Z,2022-05-28T18:00:00Z,0,0,0
2022-05-28T20:00:00Z,2022-05-28T19:00:00Z,0,0,0
2022-05-28T21:00:00Z,2022-05-28T20:00:00Z,0,0,0
2022-05-28T22:00:00Z,2022-05-28T21:00:00Z,0,0,0
2022-05-28T23:00:00Z,2022-05-28T22:00:00Z,0,0,0
2022-05-29T00:00:00Z,2022-05-28T23:00:00Z,0,0,0
2022-05-29T01:00:00Z,2022-05-29T00:00:00Z,0,0,0
2022-05-29T02:00:00Z,2022-05-29T01:00:00Z,0,0,0
2022-05-29T03:00:00Z,2022-05-29T02:00:00Z,0,0,0
2022-05-29T04:00:00Z,2022-05-29T03:00:00Z,17,16,17
2022-05-29T05:00:00Z,2022-05-29T04:00:00Z,126,85,212
2022-05-29T06:00:00Z,2022-05-29T05:00:00Z,327,227,717
2022-05-29T07:00:00Z,2022-05-29T06:00:00Z,514,439,858
2022-05-29T08:00:00Z,2022-05-29T07:00:00Z,679,642,914
2022-05-29T09:00:00Z,2022-05-29T08:00:00Z,564,538,619
2022-05-29T10:00:00Z,2022-05-29T09:00:00Z,399,371,400
2022-05-29T11:00:00Z,2022-05-29T10:00:00Z,173,160,173
2022-05-29T12:00:00Z,2022-05-29T11:00:00Z,97,89,97
2022-05-29T13:00:00Z,2022-05-29T12:00:00Z,255,235,255
2022-05-29T14:00:00Z,2022-05-29T13:00:00Z,349,322,356
2022-05-29T15:00:00Z,2022-05-29T14:00:00Z,393,355,475
2022-05-29T16:00:00Z,2022-05-29T15:00:00Z,350,272,656
2022-05-29T17:00:00Z,2022-05-29T16:00:00Z,132,106,203
2022-05-29T18:00:00Z,2022-05-29T17:00:00Z,35,32,35
2022-05-29T19:00:00Z,2022-05-29T18:00:00Z,0,0,0
2022-05-29T20:00:00Z,2022-05-29T19:00:00Z,0,0,0
2022-05-29T21:00:00Z,2022-05-29T20:00:00Z,0,0,0
2022-05-29T22:00:00Z,2022-05-29T21:00:00Z,0,0,0
2022-05-29T23:00:00Z,2022-05-29T22:00:00Z,0,0,0
2022-05-30T00:00:00Z,2022-05-29T23:00:00Z,0,0,0
2022-05-30T01:00:00Z,2022-05-30T00:00:00Z,0,0,0
2022-05-30T02:00:00Z,2022-05-30T01:00:00Z,0,0,0
